"First name","Second name","player_id"
"JAROSLAV","CHMELAR",711
"JASON","ARNOTT",712
"JASON","DICKINSON",713
"JASON","POLIN",714
"JASON","POMINVILLE",715
"JASON","ROBERTSON",716
"JASON","SMITH",717
"JASON","ZUCKER",718
"JAY","BOUWMEESTER",719
"JAY","MCCLEMENT",720
"JAY","PANDOLFO",721
"JAYCOB","MEGNA",722
"JAYDEN","GRUBBE",723
"JAYDEN","STRUBLE",724
"JAYSON","MEGNA",725
"JEAN","BELIVEAU",726
"JEAN","POTVIN",727
"JEAN","RATELLE",728
"JEAN-GABRIEL","PAGEAU",729
"JEFF","BEUKEBOOM",730
"JEFF","BROWN",731
"JEFF","PETRY",732
"JEFF","SCHULTZ",733
"JEFF","SKINNER",734
"JENNIFER","GARDINER",735
"JERE","LEHTINEN",736
"JEREMIE","POIRIER",737
"JEREMY","DAVIES",738
"JEREMY","LAUZON",739
"JEREMY","ROENICK",740
"JESPER","BOOVIST",741
"JESPER","BRATT",742
"JESPERI","KOTKANIEMI",743
"JESSE","COMPHER",744
"JESSICA","ADOLFSSON",745
"JESSICA","DIGIROLAMO",746
"JESSICA","KONDAS",747
"JESSIE","ELDRIDGE",748
"JETT","LUCHANKO",749
"JETT","WOO",750
"JILL","SAULNIER",751
"JIM","CUMMINS",752
"JIM","DOWD",753
"JIM","FOX",754
"JIM","PAEK",755
"JIM","PEPLINSKI",756
"JIM","SLATER",757
"JIMMY","CARSON",758
"JIMMY","LAMBERT",759
"JIMMY","SCHULDT",760
"JINCY","ROESE",761
"JIRI","HRDINA",762
"JIRI","SLEGR",763
"JOAKIM","RYAN",764
"JOCELYN","LEMIEUX",765
"JOCELYNE","LAROCQUE",766
"JODY","HULL",767
"JODY","SHELLEY",768
"JOE","FLEMING",769
"JOE","MULLEN",770
"JOE","NIEUWENDYK",771
"JOE","SAKIC",772
"JOE","THORNTON",773
"JOE","VELENO",774
"JOE","WATSON",775
"JOEL","ARMIA",776
"JOEL","EDMUNDSON",777
"JOEL","ERIKSSON EK",778
"JOEL","FARABEE",779
"JOEL","HANLEY",780
"JOEL","OTTO",781
"JOEY","KOCUR",782
"JOHAN","GARPENLOV",783
"JOHN","BEECHER",784
"JOHN","CARLSON",785
"JOHN","CARTER",786
"JOHN","HAYDEN",787
"JOHN","KLINGBERG",788
"JOHN","LECLAIR",789
"JOHN","LEONARD",790
"JOHN","MACLEAN",791
"JOHN","MARINO",792
"JOHN","MARKS",793
"JOHN","OGRODNICK",794
"JOHN","STEVENS",795
"JOHN","TAVARES",796
"JOHN","TONELLI",797
"JOHN-JASON","PETERKA",798
"JOHN-MICHAEL","LILES",799
"JOHNATHAN","KOVACEVIC",800
"JOHNNY","BUCYK",801
"JON","MCDONALD",802
"JONAH","GADJOVICH",803
"JONAS","BRODIN",804
"JONAS","HÖGLUND",805
"JONAS","RONDBJERG",806
"JONAS","SIEGENTHALER",807
"JONATAN","BERGGREN",808
"JONATHAN","DROUIN",809
"JONATHAN","HUBERDEAU",810
"JONATHAN","LEKKERIMAKI",811
"JONATHAN","MARCHESSAULT",812
"JONATHAN","TOEWS",813
"JONI","JURMO",814
"JONNY","BRODZINSKI",815
"JOONA","KOPPANEN",816
"JORDAN","DUMAIS",817
"JORDAN","EBERLE",818
"JORDAN","HARRIS",819
"JORDAN","KYROU",820
"JORDAN","MARTINOOK",821
"JORDAN","OESTERLE",822
"JORDAN","SPENCE",823
"JORDAN","STAAL",824
"JORIAN","DONOVAN",825
"JOSEPH","LABATE",826
"JOSH","ANDERSON",827
"JOSH","BLOOM",828
"JOSH","BROWN",829
"JOSH","DOAN",830
"JOSH","GORGES",831
"JOSH","JACOBS",832
"JOSH","MAHURA",833
"JOSH","MANSON",834
"JOSH","MORRISSEY",835
"JOSH","NORRIS",836
"JOSHUA","DAVIES",837
"JOSHUA","ROY",838
"JOSIAH","DIDIER",839
"JOSIAH","SLAVIN",840
"JUHA","JAASKA",841
"JUJHAR","KHAIRA",842
"JULIA","GOSLING",843
"JULIAN","CHROBOT",844
"JULIEN","GAUTHIER",845
"JURAJ","SLAFKOVSKY",846
"JUSTIN","BARRON",847
"JUSTIN","BRAZEAU",848
"JUSTIN","DOWLING",849
"JUSTIN","FAULK",850
